detectedstate,dateannounced,gender,count
Jharkhand,29/06/2020,Unknown,30
Jharkhand,30/06/2020,Unknown,20
Jharkhand,01/07/2020,Unknown,23
Jharkhand,02/07/2020,Unknown,23
Jharkhand,03/07/2020,Unknown,17
Jharkhand,04/07/2020,Unknown,21
Jharkhand,05/07/2020,Unknown,22
Jharkhand,06/07/2020,Unknown,25
Jharkhand,07/07/2020,Unknown,28
Jharkhand,08/07/2020,Unknown,30
Jharkhand,09/07/2020,Unknown,31
Jharkhand,10/07/2020,Unknown,33
Jharkhand,11/07/2020,Unknown,32
Jharkhand,12/07/2020,Unknown,33
Jharkhand,13/07/2020,Unknown,33
Jharkhand,14/07/2020,Unknown,37
Jharkhand,15/07/2020,Unknown,36
Jharkhand,16/07/2020,Unknown,31
Jharkhand,17/07/2020,Unknown,39
Karnataka,09/03/2020,M,1
Karnataka,10/03/2020,F,2
Karnataka,10/03/2020,M,1
Karnataka,12/03/2020,M,1
Karnataka,13/03/2020,M,1
Karnataka,16/03/2020,F,1
Karnataka,17/03/2020,F,2
Karnataka,17/03/2020,M,2
Karnataka,18/03/2020,M,2
Karnataka,18/03/2020,F,1
Karnataka,19/03/2020,M,1
Karnataka,21/03/2020,M,4
Karnataka,21/03/2020,F,1
Karnataka,22/03/2020,M,4
Karnataka,22/03/2020,F,2
Karnataka,23/03/2020,M,6
Karnataka,23/03/2020,F,1
Karnataka,24/03/2020,M,5
Karnataka,24/03/2020,F,3
Karnataka,25/03/2020,F,5
Karnataka,25/03/2020,M,5
Karnataka,26/03/2020,M,3
Karnataka,26/03/2020,F,1
Karnataka,27/03/2020,M,6
Karnataka,27/03/2020,F,3
Karnataka,28/03/2020,M,7
Karnataka,28/03/2020,F,5
Karnataka,29/03/2020,M,7
Karnataka,30/03/2020,M,5
Karnataka,31/03/2020,M,8
Karnataka,31/03/2020,F,5
Karnataka,01/04/2020,M,8
Karnataka,01/04/2020,F,1
Karnataka,02/04/2020,M,13
Karnataka,02/04/2020,F,1
Karnataka,03/04/2020,M,4
Karnataka,04/04/2020,M,14
Karnataka,04/04/2020,F,2
Karnataka,05/04/2020,F,4
Karnataka,05/04/2020,M,3
Karnataka,06/04/2020,M,9
Karnataka,06/04/2020,F,3
Karnataka,07/04/2020,M,9
Karnataka,07/04/2020,F,3
Karnataka,08/04/2020,F,3
Karnataka,08/04/2020,M,3
Karnataka,09/04/2020,M,13
Karnataka,09/04/2020,F,3
Karnataka,10/04/2020,M,6
Karnataka,10/04/2020,F,4
Karnataka,11/04/2020,M,7
Karnataka,11/04/2020,F,1
Karnataka,12/04/2020,M,11
Karnataka,12/04/2020,F,6
Karnataka,13/04/2020,M,10
Karnataka,13/04/2020,F,5
Karnataka,14/04/2020,M,8
Karnataka,14/04/2020,F,5
Karnataka,15/04/2020,M,15
Karnataka,15/04/2020,F,4
Karnataka,16/04/2020,M,19
Karnataka,16/04/2020,F,15
Karnataka,16/04/2020,Unknown,2
Karnataka,17/04/2020,M,36
Karnataka,17/04/2020,F,8
Karnataka,18/04/2020,M,22
Karnataka,18/04/2020,F,3
Karnataka,19/04/2020,F,3
Karnataka,19/04/2020,M,3
Karnataka,20/04/2020,M,10
Karnataka,20/04/2020,F,8
Karnataka,21/04/2020,F,5
Karnataka,21/04/2020,M,5
Karnataka,22/04/2020,M,5
Karnataka,22/04/2020,F,4
Karnataka,23/04/2020,M,13
Karnataka,23/04/2020,F,5
Karnataka,24/04/2020,M,26
Karnataka,24/04/2020,F,3
Karnataka,25/04/2020,M,15
Karnataka,25/04/2020,F,11
Karnataka,26/04/2020,F,2
Karnataka,26/04/2020,M,1
Karnataka,27/04/2020,Unknown,12
Karnataka,27/04/2020,M,6
Karnataka,27/04/2020,F,4
Karnataka,28/04/2020,Unknown,14
Karnataka,28/04/2020,M,6
Karnataka,28/04/2020,F,5
Karnataka,29/04/2020,Unknown,9
Karnataka,29/04/2020,M,7
Karnataka,29/04/2020,F,6
Karnataka,30/04/2020,F,17
Karnataka,30/04/2020,M,14
Karnataka,30/04/2020,Unknown,13
Karnataka,01/05/2020,Unknown,22
Karnataka,01/05/2020,M,15
Karnataka,01/05/2020,F,9
Karnataka,02/05/2020,Unknown,20
Karnataka,02/05/2020,M,10
Karnataka,02/05/2020,F,5
Karnataka,03/05/2020,Unknown,22
Karnataka,03/05/2020,F,7
Karnataka,03/05/2020,M,6
Karnataka,04/05/2020,Unknown,28
Karnataka,04/05/2020,M,20
Karnataka,04/05/2020,F,19
Karnataka,05/05/2020,M,13
Karnataka,05/05/2020,F,11
Karnataka,05/05/2020,Unknown,10
Karnataka,06/05/2020,Unknown,23
Karnataka,06/05/2020,F,10
Karnataka,06/05/2020,M,10
Karnataka,07/05/2020,Unknown,12
Karnataka,07/05/2020,F,8
Karnataka,07/05/2020,M,5
Karnataka,08/05/2020,F,24
Karnataka,08/05/2020,M,24
Karnataka,08/05/2020,Unknown,10
Karnataka,09/05/2020,M,23
Karnataka,09/05/2020,F,18
Karnataka,09/05/2020,Unknown,10
Karnataka,10/05/2020,Unknown,36
Karnataka,10/05/2020,M,32
Karnataka,10/05/2020,F,23
Karnataka,11/05/2020,Unknown,9
Karnataka,11/05/2020,M,7
Karnataka,11/05/2020,F,4
Karnataka,12/05/2020,M,51
Karnataka,12/05/2020,F,12
Karnataka,12/05/2020,Unknown,7
Karnataka,13/05/2020,Unknown,26
Karnataka,13/05/2020,F,17
Karnataka,13/05/2020,M,11
Karnataka,14/05/2020,M,23
Karnataka,14/05/2020,Unknown,9
Karnataka,14/05/2020,F,7
Karnataka,15/05/2020,M,49
Karnataka,15/05/2020,F,21
Karnataka,15/05/2020,Unknown,20
Karnataka,16/05/2020,M,24
Karnataka,16/05/2020,Unknown,16
Karnataka,16/05/2020,F,12
Karnataka,17/05/2020,M,37
Karnataka,17/05/2020,F,18
Karnataka,17/05/2020,Unknown,14
Karnataka,18/05/2020,M,65
Karnataka,18/05/2020,F,34
Karnataka,18/05/2020,Unknown,21
Karnataka,19/05/2020,M,84
Karnataka,19/05/2020,F,68
Karnataka,19/05/2020,Unknown,13
Karnataka,20/05/2020,F,34
Karnataka,20/05/2020,M,34
Karnataka,20/05/2020,Unknown,13
Karnataka,21/05/2020,M,73
Karnataka,21/05/2020,F,52
Karnataka,21/05/2020,Unknown,33
Karnataka,22/05/2020,M,80
Karnataka,22/05/2020,F,58
Karnataka,22/05/2020,Unknown,26
Karnataka,23/05/2020,M,115
Karnataka,23/05/2020,F,101
Karnataka,23/05/2020,Unknown,14
Karnataka,24/05/2020,M,73
Karnataka,24/05/2020,F,57
Karnataka,24/05/2020,Unknown,46
Karnataka,25/05/2020,M,54
Karnataka,25/05/2020,Unknown,51
Karnataka,25/05/2020,F,41
Karnataka,26/05/2020,M,72
Karnataka,26/05/2020,Unknown,50
Karnataka,26/05/2020,F,29
Karnataka,27/05/2020,M,81
Karnataka,27/05/2020,F,55
Karnataka,27/05/2020,Unknown,19
Karnataka,28/05/2020,M,83
Karnataka,28/05/2020,Unknown,53
Karnataka,28/05/2020,F,32
Karnataka,29/05/2020,M,150
Karnataka,29/05/2020,F,99
Karnataka,29/05/2020,Unknown,60
Karnataka,30/05/2020,Unknown,104
Karnataka,30/05/2020,M,90
Karnataka,30/05/2020,F,51
Karnataka,31/05/2020,Unknown,221
Karnataka,31/05/2020,M,170
Karnataka,31/05/2020,F,131
Karnataka,01/06/2020,Unknown,135
Karnataka,01/06/2020,M,128
Karnataka,01/06/2020,F,60
Karnataka,02/06/2020,M,257
Karnataka,02/06/2020,F,131
Karnataka,02/06/2020,Unknown,75
Karnataka,03/06/2020,M,180
Karnataka,03/06/2020,Unknown,111
Karnataka,03/06/2020,F,88
Karnataka,04/06/2020,M,175
Karnataka,04/06/2020,Unknown,106
Karnataka,04/06/2020,F,86
Karnataka,05/06/2020,M,363
Karnataka,05/06/2020,F,152
Karnataka,05/06/2020,Unknown,83
Karnataka,06/06/2020,Unknown,280
Karnataka,06/06/2020,M,240
Karnataka,06/06/2020,F,140
Karnataka,07/06/2020,Unknown,154
Karnataka,07/06/2020,M,135
Karnataka,07/06/2020,F,106
Karnataka,08/06/2020,Unknown,395
Karnataka,08/06/2020,M,178
Karnataka,08/06/2020,F,133
Karnataka,09/06/2020,Unknown,164
Karnataka,09/06/2020,M,102
Karnataka,09/06/2020,F,61
Karnataka,10/06/2020,Unknown,257
Karnataka,10/06/2020,M,71
Karnataka,10/06/2020,F,52
Karnataka,11/06/2020,Unknown,114
Karnataka,11/06/2020,M,111
Karnataka,11/06/2020,F,96
Karnataka,12/06/2020,Unknown,464
Karnataka,12/06/2020,M,188
Karnataka,12/06/2020,F,90
Karnataka,13/06/2020,Unknown,210
Karnataka,13/06/2020,M,178
Karnataka,13/06/2020,F,133
Karnataka,14/06/2020,Unknown,312
Karnataka,14/06/2020,M,109
Karnataka,14/06/2020,F,72
Karnataka,15/06/2020,Unknown,184
Karnataka,15/06/2020,M,131
Karnataka,15/06/2020,F,84
Karnataka,16/06/2020,Unknown,322
Karnataka,16/06/2020,M,225
Karnataka,16/06/2020,F,98
Karnataka,16/06/2020,Non-Binary,1
Karnataka,17/06/2020,Unknown,348
Karnataka,17/06/2020,M,122
Karnataka,17/06/2020,F,90
Karnataka,18/06/2020,Unknown,188
Karnataka,18/06/2020,M,134
Karnataka,18/06/2020,F,88
Karnataka,19/06/2020,Unknown,231
Karnataka,19/06/2020,M,198
Karnataka,19/06/2020,F,148
Karnataka,19/06/2020,Non-Binary,1
Karnataka,20/06/2020,M,252
Karnataka,20/06/2020,Unknown,185
Karnataka,20/06/2020,F,173
Karnataka,21/06/2020,M,272
Karnataka,21/06/2020,Unknown,227
Karnataka,21/06/2020,F,186
Karnataka,22/06/2020,M,167
Karnataka,22/06/2020,Unknown,111
Karnataka,22/06/2020,F,87
Karnataka,23/06/2020,Unknown,274
Karnataka,23/06/2020,M,190
Karnataka,23/06/2020,F,140
Karnataka,24/06/2020,M,245
Karnataka,24/06/2020,F,166
Karnataka,24/06/2020,Unknown,149
Karnataka,25/06/2020,Unknown,519
Karnataka,25/06/2020,M,280
Karnataka,25/06/2020,F,168
Karnataka,26/06/2020,M,283
Karnataka,26/06/2020,Unknown,246
Karnataka,26/06/2020,F,172
Karnataka,27/06/2020,M,544
Karnataka,27/06/2020,F,385
Karnataka,27/06/2020,Unknown,371
Karnataka,28/06/2020,M,816
Karnataka,28/06/2020,F,467
Karnataka,28/06/2020,Unknown,220
Karnataka,29/06/2020,M,751
Karnataka,29/06/2020,F,373
Karnataka,29/06/2020,Unknown,176
Karnataka,30/06/2020,M,594
Karnataka,30/06/2020,F,373
Karnataka,30/06/2020,Unknown,235
Karnataka,01/07/2020,M,815
Karnataka,01/07/2020,F,464
Karnataka,01/07/2020,Unknown,145
Karnataka,02/07/2020,M,942
Karnataka,02/07/2020,F,579
Karnataka,02/07/2020,Unknown,271
Karnataka,03/07/2020,M,1131
Karnataka,03/07/2020,F,584
Karnataka,03/07/2020,Unknown,471
Karnataka,04/07/2020,M,1227
Karnataka,04/07/2020,F,654
Karnataka,04/07/2020,Unknown,439
Karnataka,05/07/2020,M,1265
Karnataka,05/07/2020,F,696
Karnataka,05/07/2020,Unknown,603
Karnataka,05/07/2020,Non-Binary,1
Karnataka,06/07/2020,M,1211
Karnataka,06/07/2020,Unknown,680
Karnataka,06/07/2020,F,662
Karnataka,07/07/2020,M,950
Karnataka,07/07/2020,Unknown,571
Karnataka,07/07/2020,F,559
Karnataka,07/07/2020,Non-Binary,4
Karnataka,08/07/2020,M,1365
Karnataka,08/07/2020,Unknown,778
Karnataka,08/07/2020,F,751
Karnataka,09/07/2020,M,1422
Karnataka,09/07/2020,Unknown,957
Karnataka,09/07/2020,F,823
Karnataka,10/07/2020,M,1540
Karnataka,10/07/2020,Unknown,1003
Karnataka,10/07/2020,F,830
Karnataka,11/07/2020,M,1866
Karnataka,11/07/2020,F,1002
Karnataka,11/07/2020,Unknown,880
Karnataka,12/07/2020,M,1702
Karnataka,12/07/2020,F,996
Karnataka,12/07/2020,Unknown,693
Karnataka,13/07/2020,M,1758
Karnataka,13/07/2020,F,1053
Karnataka,13/07/2020,Unknown,838
Karnataka,14/07/2020,M,1659
Karnataka,14/07/2020,Unknown,1142
Karnataka,14/07/2020,F,924
Karnataka,15/07/2020,M,2069
Karnataka,15/07/2020,F,1194
Karnataka,15/07/2020,Unknown,1076
Karnataka,16/07/2020,M,2682
Karnataka,16/07/2020,F,1590
Karnataka,16/07/2020,Unknown,1263
Karnataka,16/07/2020,"M,",1
Karnataka,17/07/2020,M,2395
Karnataka,17/07/2020,F,1413
Karnataka,17/07/2020,Unknown,1028
Kerala,30/01/2020,F,1
Kerala,02/02/2020,Unknown,1
Kerala,03/02/2020,Unknown,1
Kerala,08/03/2020,M,3
Kerala,08/03/2020,F,2
Kerala,09/03/2020,M,1
Kerala,10/03/2020,F,3
Kerala,10/03/2020,M,3
Kerala,10/03/2020,Unknown,2
Kerala,12/03/2020,Unknown,2
Kerala,13/03/2020,Unknown,2
Kerala,13/03/2020,M,1
Kerala,15/03/2020,M,2
Kerala,16/03/2020,F,2
Kerala,16/03/2020,Unknown,1
Kerala,19/03/2020,M,1
Kerala,20/03/2020,M,8
Kerala,20/03/2020,F,3
Kerala,20/03/2020,Unknown,1
Kerala,21/03/2020,M,6
Kerala,21/03/2020,Unknown,6
Kerala,22/03/2020,M,9
Kerala,22/03/2020,Unknown,4
Kerala,22/03/2020,F,2
Kerala,23/03/2020,Unknown,18
Kerala,23/03/2020,M,7
Kerala,23/03/2020,F,3
Kerala,24/03/2020,Unknown,13
Kerala,24/03/2020,F,1
Kerala,25/03/2020,Unknown,6
Kerala,25/03/2020,M,3
Kerala,26/03/2020,Unknown,13
Kerala,26/03/2020,M,6
Kerala,27/03/2020,Unknown,38
Kerala,27/03/2020,M,1
Kerala,28/03/2020,Unknown,5
Kerala,28/03/2020,M,1
Kerala,29/03/2020,Unknown,19
Kerala,29/03/2020,M,1
Kerala,30/03/2020,Unknown,31
Kerala,30/03/2020,F,1
Kerala,31/03/2020,Unknown,4
Kerala,31/03/2020,F,2
Kerala,31/03/2020,M,1
Kerala,01/04/2020,Unknown,13
Kerala,01/04/2020,F,6
Kerala,01/04/2020,M,5
Kerala,02/04/2020,Unknown,15
Kerala,02/04/2020,F,3
Kerala,02/04/2020,M,3
Kerala,03/04/2020,Unknown,8
Kerala,03/04/2020,M,1
Kerala,04/04/2020,Unknown,11
Kerala,05/04/2020,Unknown,6
Kerala,05/04/2020,M,2
Kerala,06/04/2020,Unknown,12
Kerala,06/04/2020,F,1
Kerala,07/04/2020,Unknown,6
Kerala,07/04/2020,M,3
Kerala,08/04/2020,Unknown,6
Kerala,08/04/2020,M,2
Kerala,08/04/2020,F,1
Kerala,09/04/2020,F,4
Kerala,09/04/2020,M,4
Kerala,09/04/2020,Unknown,4
Kerala,10/04/2020,Unknown,5
Kerala,10/04/2020,F,1
Kerala,10/04/2020,M,1
Kerala,11/04/2020,Unknown,7
Kerala,11/04/2020,M,3
Kerala,12/04/2020,M,1
Kerala,12/04/2020,Unknown,1
Kerala,13/04/2020,M,2
Kerala,13/04/2020,F,1
Kerala,14/04/2020,Unknown,4
Kerala,14/04/2020,M,3
Kerala,14/04/2020,F,1
Kerala,15/04/2020,Unknown,1
Kerala,16/04/2020,Unknown,7
Kerala,17/04/2020,Unknown,1
Kerala,18/04/2020,Unknown,4
Kerala,19/04/2020,Unknown,2
Kerala,20/04/2020,M,5
Kerala,20/04/2020,F,1
Kerala,21/04/2020,M,18
Kerala,21/04/2020,F,1
Kerala,22/04/2020,M,6
Kerala,22/04/2020,F,4
Kerala,22/04/2020,Unknown,1
Kerala,23/04/2020,M,6
Kerala,23/04/2020,F,3
Kerala,23/04/2020,Unknown,1
Kerala,24/04/2020,F,3
Kerala,25/04/2020,F,3
Kerala,25/04/2020,M,3
Kerala,25/04/2020,Unknown,1
Kerala,26/04/2020,Unknown,11
Kerala,27/04/2020,Unknown,24
Kerala,27/04/2020,M,2
Kerala,28/04/2020,Unknown,8
Kerala,29/04/2020,Unknown,20
Kerala,30/04/2020,Unknown,16
Kerala,01/05/2020,Unknown,3
Kerala,02/05/2020,Unknown,10
Kerala,03/05/2020,Unknown,3
Kerala,04/05/2020,Unknown,15
Kerala,05/05/2020,Unknown,1
Kerala,06/05/2020,Unknown,4
Kerala,07/05/2020,Unknown,2
Kerala,08/05/2020,F,1
Kerala,08/05/2020,Unknown,1
Kerala,09/05/2020,Unknown,5
Kerala,09/05/2020,M,1
Kerala,10/05/2020,Unknown,7
Kerala,10/05/2020,M,3
Kerala,10/05/2020,F,1
Kerala,11/05/2020,M,3
Kerala,11/05/2020,Unknown,1
Kerala,12/05/2020,Unknown,2
Kerala,12/05/2020,F,1
Kerala,13/05/2020,Unknown,10
Kerala,13/05/2020,F,1
Kerala,14/05/2020,Unknown,10
Kerala,15/05/2020,Unknown,16
Kerala,16/05/2020,Unknown,7
Kerala,16/05/2020,M,1
Kerala,17/05/2020,Unknown,8
Kerala,18/05/2020,Unknown,29
Kerala,19/05/2020,Unknown,6
Kerala,20/05/2020,Unknown,10
Kerala,20/05/2020,M,4
Kerala,21/05/2020,Unknown,19
Kerala,21/05/2020,M,2
Kerala,22/05/2020,Unknown,8
Kerala,22/05/2020,F,2
Kerala,22/05/2020,M,2
Kerala,23/05/2020,Unknown,32
Kerala,24/05/2020,Unknown,27
Kerala,25/05/2020,Unknown,16
Kerala,26/05/2020,Unknown,19
Kerala,26/05/2020,F,1
Kerala,27/05/2020,Unknown,17
Kerala,28/05/2020,Unknown,32
Kerala,28/05/2020,F,3
Kerala,28/05/2020,M,1
Kerala,29/05/2020,Unknown,65
Kerala,29/05/2020,M,10
Kerala,29/05/2020,F,3
Kerala,30/05/2020,Unknown,65
Kerala,31/05/2020,Unknown,20
Kerala,01/06/2020,Unknown,19
Kerala,01/06/2020,F,2
Kerala,02/06/2020,Unknown,20
Kerala,03/06/2020,Unknown,105
Kerala,03/06/2020,F,3
Kerala,03/06/2020,M,1
Kerala,04/06/2020,Unknown,72
Kerala,04/06/2020,M,9
Kerala,04/06/2020,F,7
Kerala,05/06/2020,Unknown,50
Kerala,05/06/2020,M,2
Kerala,06/06/2020,Unknown,22
Kerala,06/06/2020,M,1
Kerala,07/06/2020,Unknown,27
Kerala,08/06/2020,Unknown,20
Kerala,09/06/2020,Unknown,26
Kerala,10/06/2020,Unknown,24
Kerala,10/06/2020,F,3
Kerala,10/06/2020,M,1
Kerala,11/06/2020,Unknown,27
Kerala,11/06/2020,M,1
Kerala,12/06/2020,Unknown,28
Kerala,12/06/2020,M,4
Kerala,13/06/2020,Unknown,64
Kerala,14/06/2020,Unknown,40
Kerala,15/06/2020,Unknown,50
Kerala,16/06/2020,Unknown,61
Kerala,16/06/2020,F,1
Kerala,17/06/2020,Unknown,49
Kerala,18/06/2020,Unknown,31
Kerala,18/06/2020,M,1
Kerala,19/06/2020,Unknown,56
Kerala,20/06/2020,Unknown,25
Kerala,21/06/2020,Unknown,72
Kerala,22/06/2020,Unknown,56
Kerala,23/06/2020,Unknown,29
Kerala,24/06/2020,Unknown,35
Kerala,25/06/2020,Unknown,29
Kerala,26/06/2020,Unknown,124
Kerala,27/06/2020,Unknown,135
Kerala,28/06/2020,Unknown,95
Kerala,29/06/2020,Unknown,27
Kerala,29/06/2020,M,1
Kerala,30/06/2020,Unknown,27
Kerala,01/07/2020,Unknown,29
Kerala,02/07/2020,Unknown,24
Kerala,03/07/2020,Unknown,28
Kerala,04/07/2020,Unknown,33
Kerala,05/07/2020,Unknown,31
Kerala,06/07/2020,Unknown,28
Kerala,07/07/2020,Unknown,33
Kerala,08/07/2020,Unknown,33
Kerala,09/07/2020,Unknown,28
Kerala,10/07/2020,Unknown,24
Kerala,11/07/2020,Unknown,28
Kerala,12/07/2020,Unknown,27
Kerala,13/07/2020,Unknown,33
Kerala,13/07/2020,F,1
Kerala,13/07/2020,M,1
Kerala,14/07/2020,Unknown,28
Kerala,14/07/2020,M,1
Kerala,15/07/2020,Unknown,28
Kerala,16/07/2020,Unknown,28
Kerala,16/07/2020,M,2
Kerala,17/07/2020,Unknown,27
Ladakh,07/03/2020,M,2
Ladakh,11/03/2020,M,1
Ladakh,17/03/2020,M,2
Ladakh,17/03/2020,Unknown,2
Ladakh,17/03/2020,F,1
Ladakh,20/03/2020,Unknown,2
Ladakh,21/03/2020,Unknown,3
Ladakh,03/04/2020,Unknown,1
Ladakh,10/04/2020,Unknown,1
Ladakh,13/04/2020,Unknown,2
Ladakh,15/04/2020,Unknown,1
Ladakh,25/04/2020,Unknown,2
Ladakh,28/04/2020,Unknown,1
Ladakh,29/04/2020,Unknown,1
Ladakh,02/05/2020,Unknown,1
Ladakh,03/05/2020,Unknown,2
Ladakh,08/05/2020,Unknown,1
Ladakh,10/05/2020,Unknown,1
Ladakh,11/05/2020,Unknown,1
Ladakh,13/05/2020,Unknown,1
Ladakh,15/05/2020,Unknown,1
Ladakh,18/05/2020,Unknown,2
Ladakh,20/05/2020,Unknown,1
Ladakh,22/05/2020,Unknown,1
Ladakh,23/05/2020,Unknown,2
Ladakh,24/05/2020,Unknown,1
Ladakh,25/05/2020,Unknown,1
Ladakh,27/05/2020,Unknown,1
Ladakh,28/05/2020,Unknown,2
Ladakh,30/05/2020,Unknown,3
Ladakh,31/05/2020,Unknown,1
Ladakh,02/06/2020,Unknown,3
Ladakh,03/06/2020,Unknown,3
Ladakh,04/06/2020,Unknown,2
Ladakh,05/06/2020,Unknown,2
Ladakh,06/06/2020,Unknown,2
Ladakh,07/06/2020,Unknown,2
Ladakh,09/06/2020,Unknown,1
Ladakh,10/06/2020,Unknown,1
Ladakh,11/06/2020,Unknown,2
Ladakh,12/06/2020,Unknown,4
Ladakh,13/06/2020,Unknown,2
Ladakh,14/06/2020,Unknown,3
Ladakh,15/06/2020,Unknown,4
Ladakh,16/06/2020,Unknown,3
Ladakh,17/06/2020,Unknown,4
Ladakh,18/06/2020,Unknown,1
Ladakh,19/06/2020,Unknown,2
Ladakh,20/06/2020,Unknown,3
Ladakh,21/06/2020,Unknown,2
Ladakh,22/06/2020,Unknown,3
Ladakh,23/06/2020,Unknown,3
Ladakh,24/06/2020,Unknown,2
Ladakh,25/06/2020,Unknown,3
Ladakh,26/06/2020,Unknown,4
Ladakh,27/06/2020,Unknown,4
Ladakh,28/06/2020,Unknown,2
Ladakh,29/06/2020,Unknown,3
Ladakh,30/06/2020,Unknown,2
Ladakh,01/07/2020,Unknown,3
Ladakh,02/07/2020,Unknown,3
Ladakh,03/07/2020,Unknown,3
Ladakh,04/07/2020,Unknown,3
Ladakh,06/07/2020,Unknown,2
Ladakh,07/07/2020,Unknown,3
Ladakh,08/07/2020,Unknown,3
Ladakh,09/07/2020,Unknown,3
Ladakh,10/07/2020,Unknown,2
Ladakh,11/07/2020,Unknown,4
Ladakh,12/07/2020,Unknown,2
Ladakh,13/07/2020,Unknown,2
Ladakh,14/07/2020,Unknown,1
Ladakh,15/07/2020,Unknown,3
Ladakh,16/07/2020,Unknown,4
Ladakh,17/07/2020,Unknown,5
Madhya Pradesh,20/03/2020,F,2
Madhya Pradesh,20/03/2020,M,2
Madhya Pradesh,22/03/2020,F,1
Madhya Pradesh,22/03/2020,M,1
Madhya Pradesh,24/03/2020,Unknown,1
Madhya Pradesh,25/03/2020,Unknown,6
Madhya Pradesh,25/03/2020,F,1
Madhya Pradesh,25/03/2020,M,1
Madhya Pradesh,26/03/2020,Unknown,5
Madhya Pradesh,27/03/2020,M,7
Madhya Pradesh,27/03/2020,F,2
Madhya Pradesh,28/03/2020,Unknown,5
Madhya Pradesh,28/03/2020,M,4
Madhya Pradesh,28/03/2020,F,1
Madhya Pradesh,30/03/2020,Unknown,8
Madhya Pradesh,31/03/2020,Unknown,19
Madhya Pradesh,01/04/2020,Unknown,32
Madhya Pradesh,02/04/2020,Unknown,8
Madhya Pradesh,02/04/2020,M,1
Madhya Pradesh,03/04/2020,Unknown,45
Madhya Pradesh,03/04/2020,F,1
Madhya Pradesh,03/04/2020,M,1
Madhya Pradesh,04/04/2020,Unknown,25
Madhya Pradesh,05/04/2020,Unknown,14
Madhya Pradesh,06/04/2020,Unknown,63
Madhya Pradesh,07/04/2020,Unknown,34
Madhya Pradesh,08/04/2020,Unknown,51
Madhya Pradesh,09/04/2020,Unknown,70
Madhya Pradesh,10/04/2020,Unknown,40
Madhya Pradesh,11/04/2020,Unknown,78
Madhya Pradesh,12/04/2020,Unknown,33
Madhya Pradesh,13/04/2020,Unknown,52
Madhya Pradesh,14/04/2020,Unknown,127
Madhya Pradesh,15/04/2020,Unknown,197
Madhya Pradesh,16/04/2020,Unknown,226
Madhya Pradesh,17/04/2020,Unknown,146
Madhya Pradesh,18/04/2020,Unknown,96
Madhya Pradesh,19/04/2020,Unknown,5
Madhya Pradesh,20/04/2020,Unknown,78
Madhya Pradesh,21/04/2020,Unknown,67
Madhya Pradesh,22/04/2020,Unknown,37
Madhya Pradesh,23/04/2020,Unknown,104
Madhya Pradesh,24/04/2020,Unknown,161
Madhya Pradesh,25/04/2020,Unknown,103
Madhya Pradesh,26/04/2020,Unknown,153
Madhya Pradesh,27/04/2020,Unknown,15
Madhya Pradesh,28/04/2020,Unknown,21
Madhya Pradesh,29/04/2020,Unknown,25
Madhya Pradesh,30/04/2020,Unknown,16
Madhya Pradesh,01/05/2020,Unknown,25
Madhya Pradesh,02/05/2020,Unknown,21
Madhya Pradesh,03/05/2020,Unknown,24
Madhya Pradesh,04/05/2020,Unknown,20
Madhya Pradesh,05/05/2020,Unknown,22
Madhya Pradesh,06/05/2020,Unknown,30
Madhya Pradesh,07/05/2020,Unknown,21
Madhya Pradesh,08/05/2020,Unknown,25
Madhya Pradesh,09/05/2020,Unknown,27
Madhya Pradesh,10/05/2020,Unknown,24
Madhya Pradesh,11/05/2020,Unknown,31
Madhya Pradesh,12/05/2020,Unknown,31
Madhya Pradesh,13/05/2020,Unknown,35
Madhya Pradesh,14/05/2020,Unknown,28
Madhya Pradesh,15/05/2020,Unknown,28
Madhya Pradesh,16/05/2020,Unknown,30
Madhya Pradesh,17/05/2020,Unknown,25
Madhya Pradesh,18/05/2020,Unknown,26
Madhya Pradesh,19/05/2020,Unknown,41
Madhya Pradesh,20/05/2020,Unknown,36
Madhya Pradesh,21/05/2020,Unknown,40
Madhya Pradesh,22/05/2020,Unknown,35
Madhya Pradesh,23/05/2020,Unknown,41
Madhya Pradesh,24/05/2020,Unknown,39
Madhya Pradesh,25/05/2020,Unknown,49
Madhya Pradesh,26/05/2020,Unknown,51
Madhya Pradesh,27/05/2020,Unknown,41
Madhya Pradesh,28/05/2020,Unknown,39
Madhya Pradesh,29/05/2020,Unknown,42
Madhya Pradesh,30/05/2020,Unknown,44
Madhya Pradesh,31/05/2020,Unknown,45
Madhya Pradesh,01/06/2020,Unknown,42
Madhya Pradesh,02/06/2020,Unknown,48
Madhya Pradesh,03/06/2020,Unknown,47
Madhya Pradesh,04/06/2020,Unknown,47
Madhya Pradesh,05/06/2020,Unknown,46
Madhya Pradesh,06/06/2020,Unknown,54
Madhya Pradesh,07/06/2020,Unknown,48
Madhya Pradesh,08/06/2020,Unknown,45
Madhya Pradesh,09/06/2020,Unknown,41
Madhya Pradesh,10/06/2020,Unknown,49
Madhya Pradesh,11/06/2020,Unknown,44
Madhya Pradesh,12/06/2020,Unknown,53
Madhya Pradesh,13/06/2020,Unknown,51
Madhya Pradesh,14/06/2020,Unknown,54
Madhya Pradesh,15/06/2020,Unknown,55
Madhya Pradesh,16/06/2020,Unknown,57
Madhya Pradesh,17/06/2020,Unknown,42
Madhya Pradesh,18/06/2020,Unknown,49
